brand_id;product_id;brand;product_name;format;serving_size_g;serving_count;volume_g;price_usd;discount_pct;serving_price;key_ingredient;channel;url;date_collected;purchase_type
4;28;Four Sigmatic;Focus Creamer - Chocolate;creamer;;30;119.9;11.04;0;0.368;lion's mane;amazon;https://www.amazon.com/dp/B0BYL6K8WR;25.05.2026;single
4;28;Four Sigmatic;Focus Creamer - Chocolate;creamer;;30;119.9;10.49;5;0.3497;lion's mane;amazon;https://www.amazon.com/dp/B0BYL6K8WR;25.05.2026;subscription
4;28;Four Sigmatic;Focus Creamer - Chocolate;creamer;;30;239.8;22.08;2;0.736;lion's mane;amazon;https://www.amazon.com/dp/B0G4SMXGSW;25.05.2026;single
4;28;Four Sigmatic;Focus Creamer - Chocolate;creamer;;30;239.8;20.98;2;0.6993;lion's mane;amazon;https://www.amazon.com/dp/B0G4SMXGSW;25.05.2026;subscription
5;29;HabitONE;FUNCTIONAL Coffee;instant;;30;192;28;60;0.93;;own_site;https://habitone.co/products/habitone-super-coffee?variant=47108235133183;20.05.2026;subscription
5;29;HabitONE;FUNCTIONAL Coffee;instant;;60;384;54;60;0.9;;own_site;https://habitone.co/products/habitone-super-coffee?variant=47108235165951;20.05.2026;subscription
5;29;HabitONE;FUNCTIONAL Coffee;instant;;90;576;78;60;0.87;;own_site;https://habitone.co/products/habitone-super-coffee?variant=47108235198719;20.05.2026;subscription
5;29;HabitONE;FUNCTIONAL Coffee;instant;;30;192;45;0;1.5;;own_site;https://habitone.co/products/habitone-super-coffee?variant=47108235133183;20.05.2026;single
5;29;HabitONE;FUNCTIONAL Coffee;instant;;60;384;88;0;1.47;;own_site;https://habitone.co/products/habitone-super-coffee?variant=47108235165951;20.05.2026;single
5;29;HabitONE;FUNCTIONAL Coffee;instant;;90;576;129;0;1.43;;own_site;https://habitone.co/products/habitone-super-coffee?variant=47108235198719;20.05.2026;single
5;29;HabitONE;FUNCTIONAL Coffee;instant;;30;191.9;30.08;33;1.0027;mushroom blend;amazon;https://www.amazon.com/dp/B0FQP8H71L;24.05.2026;single
5;29;HabitONE;FUNCTIONAL Coffee;instant;;30;191.9;29.59;34;0.9863;mushroom blend;amazon;https://www.amazon.com/dp/B0FQP8H71L;24.05.2026;subscription
5;30;HabitONE;MAGNESIUM Cocoa;instant;;30;141;28;60;0.93;;own_site;https://habitone.co/products/magnesium-cocoa?variant=47616053346559;20.05.2026;subscription
5;30;HabitONE;MAGNESIUM Cocoa;instant;;60;282;54;60;0.9;;own_site;https://habitone.co/products/magnesium-cocoa?variant=47616053379327;20.05.2026;subscription
5;30;HabitONE;MAGNESIUM Cocoa;instant;;90;423;78;60;0.87;;own_site;https://habitone.co/products/magnesium-cocoa?variant=47616053412095;20.05.2026;subscription
5;30;HabitONE;MAGNESIUM Cocoa;instant;;30;141;45;0;1.5;;own_site;https://habitone.co/products/magnesium-cocoa?variant=47616053346559;20.05.2026;single
5;30;HabitONE;MAGNESIUM Cocoa;instant;;60;282;88;0;1.47;;own_site;https://habitone.co/products/magnesium-cocoa?variant=47616053379327;20.05.2026;single
5;30;HabitONE;MAGNESIUM Cocoa;instant;;90;423;129;0;1.43;;own_site;https://habitone.co/products/magnesium-cocoa?variant=47616053412095;20.05.2026;single
5;30;HabitONE;MAGNESIUM Cocoa;instant;;30;140.9;24.99;7;0.833;mushroom blend;amazon;https://www.amazon.com/dp/B0G49FLR22;24.05.2026;single
5;30;HabitONE;MAGNESIUM Cocoa;instant;;30;140.9;19.99;26;0.6663;mushroom blend;amazon;https://www.amazon.com/dp/B0G49FLR22;24.05.2026;subscription
5;31;HabitONE;COLLAGEN Creamer;creamer;;30;141;28;60;0.93;;own_site;https://habitone.co/products/collagen-creamer?variant=47616673480959;20.05.2026;subscription
5;31;HabitONE;COLLAGEN Creamer;creamer;;60;282;54;60;0.9;;own_site;https://habitone.co/products/collagen-creamer?variant=47616673513727;20.05.2026;subscription
5;31;HabitONE;COLLAGEN Creamer;creamer;;90;423;78;60;0.87;;own_site;https://habitone.co/products/collagen-creamer?variant=47616673546495;20.05.2026;subscription
5;31;HabitONE;COLLAGEN Creamer;creamer;;30;141;45;0;1.5;;own_site;https://habitone.co/products/collagen-creamer?variant=47616673480959;20.05.2026;single
5;31;HabitONE;COLLAGEN Creamer;creamer;;60;282;88;0;1.47;;own_site;https://habitone.co/products/collagen-creamer?variant=47616673513727;20.05.2026;single
5;31;HabitONE;COLLAGEN Creamer;creamer;;90;423;129;0;1.43;;own_site;https://habitone.co/products/collagen-creamer?variant=47616673546495;20.05.2026;single
5;31;HabitONE;COLLAGEN Creamer;creamer;;30;246.1;22;18;0.7333;;amazon;https://www.amazon.com/dp/B0G7KGDPN8;24.05.2026;single
5;31;HabitONE;COLLAGEN Creamer;creamer;;30;246.1;19.99;26;0.6663;;amazon;https://www.amazon.com/dp/B0G7KGDPN8;24.05.2026;subscription
7;32;La Republica;ELITE Mushroom Coffee (Instant);instant;2;35;70;24.99;0;0.71;chaga;own_site;https://larepublicasuperfoods.com/products/la-republica-organic-mushroom-coffee-w-7-superfood-mushrooms;23.05.2026;single
7;32;La Republica;ELITE Mushroom Coffee (Instant);instant;2;35;70;21.24;15;0.61;chaga;own_site;https://larepublicasuperfoods.com/products/la-republica-organic-mushroom-coffee-w-7-superfood-mushrooms;23.05.2026;subscription
7;32;La Republica;ELITE Mushroom Coffee (Instant);instant;;35;70;24.69;0;0.7054;reishi;amazon;https://www.amazon.com/dp/B078XR2R6B;25.05.2026;single
7;32;La Republica;ELITE Mushroom Coffee (Instant);instant;;35;70;20.99;15;0.5997;reishi;amazon;https://www.amazon.com/dp/B078XR2R6B;25.05.2026;subscription
7;32;La Republica;ELITE Mushroom Coffee (Instant);instant;;35;70.9;14.99;0;0.4283;mushroom blend;amazon;https://www.amazon.com/dp/B0C42GTRHJ;25.05.2026;single
7;32;La Republica;ELITE Mushroom Coffee (Instant);instant;2;35;70;34.99;0;1;mushroom;own_site;https://larepublicasuperfoods.com/products/founders-reserve-mushroom-coffee-jar-limited-time-only;23.05.2026;single
7;32;La Republica;ELITE Mushroom Coffee (Instant);instant;2;35;70;29.74;15;0.85;mushroom;own_site;https://larepublicasuperfoods.com/products/founders-reserve-mushroom-coffee-jar-limited-time-only;23.05.2026;subscription
7;33;La Republica;Decaf ELITE Mushroom Coffee;instant;2;35;70;24.99;0;0.71;chaga;own_site;https://larepublicasuperfoods.com/products/la-republica-decaf-organic-mushroom-coffee-w-7-superfood-mushrooms;23.05.2026;single
7;33;La Republica;Decaf ELITE Mushroom Coffee;instant;2;35;70;21.24;15;0.61;chaga;own_site;https://larepublicasuperfoods.com/products/la-republica-decaf-organic-mushroom-coffee-w-7-superfood-mushrooms;23.05.2026;subscription
7;33;La Republica;Decaf ELITE Mushroom Coffee;instant;;35;60.1;24.99;0;0.714;lion's mane;amazon;https://www.amazon.com/dp/B07PFYMKDC;25.05.2026;single
7;33;La Republica;Decaf ELITE Mushroom Coffee;instant;;35;70.9;16.99;0;0.4854;;amazon;https://www.amazon.com/dp/B08F3W91GB;25.05.2026;single
7;33;La Republica;Decaf ELITE Mushroom Coffee;instant;;35;70.9;14.44;15;0.4126;;amazon;https://www.amazon.com/dp/B08F3W91GB;25.05.2026;subscription
7;33;La Republica;Decaf ELITE Mushroom Coffee;instant;2;35;70;34.99;0;1;chaga;own_site;https://larepublicasuperfoods.com/products/decaf-founders-reserve-mushroom-coffee-instant;23.05.2026;single
7;33;La Republica;Decaf ELITE Mushroom Coffee;instant;2;35;70;29.74;15;0.85;chaga;own_site;https://larepublicasuperfoods.com/products/decaf-founders-reserve-mushroom-coffee-instant;23.05.2026;subscription
7;34;La Republica;Ground Mushroom Coffee 12oz Bag;ground;;60;340.2;24.99;0;0.42;lion's mane;own_site;https://larepublicasuperfoods.com/products/la-republica-organic-ground-mushroom-coffee-w-7-superfood-mushrooms;23.05.2026;single
7;34;La Republica;Ground Mushroom Coffee 12oz Bag;ground;;60;340.2;21.24;15;0.35;lion's mane;own_site;https://larepublicasuperfoods.com/products/la-republica-organic-ground-mushroom-coffee-w-7-superfood-mushrooms;23.05.2026;subscription
7;34;La Republica;Ground Mushroom Coffee 12oz Bag;ground;;60;340.2;24.99;0;0.4165;mushroom blend;amazon;https://www.amazon.com/dp/B0B75PN7SZ;25.05.2026;single
7;34;La Republica;Ground Mushroom Coffee 12oz Bag;ground;;60;340.2;21.24;15;0.354;mushroom blend;amazon;https://www.amazon.com/dp/B0B75PN7SZ;25.05.2026;subscription
7;34;La Republica;Ground Mushroom Coffee 12oz Bag;ground;;60;340.2;29.99;0;0.4998;lion's mane;amazon;https://www.amazon.com/dp/B0C4C7SBN8;25.05.2026;single
7;34;La Republica;Ground Mushroom Coffee 12oz Bag;ground;;60;340.2;31.99;0;0.5332;lion's mane;amazon;https://www.amazon.com/dp/B0C4C5L2JF;25.05.2026;single
7;34;La Republica;Ground Mushroom Coffee 12oz Bag;ground;;60;340.2;31.99;0;0.5332;lion's mane;amazon;https://www.amazon.com/dp/B0C4C5L2JF;25.05.2026;subscription
7;34;La Republica;Ground Mushroom Coffee 12oz Bag;ground;;60;340.2;29.99;0;0.4998;lion's mane;amazon;https://www.amazon.com/dp/B0CM57RVK8;25.05.2026;single
7;35;La Republica;Mushroom Coffee 10-Pack Box of Single Serve Packets;packet;;;;14.99;0;;chaga;own_site;https://larepublicasuperfoods.com/products/10-pack-la-republica-mushroom-coffee-individual-serving-packets-new;23.05.2026;single
7;35;La Republica;Mushroom Coffee 10-Pack Box of Single Serve Packets;packet;;;;12.74;15;;chaga;own_site;https://larepublicasuperfoods.com/products/10-pack-la-republica-mushroom-coffee-individual-serving-packets-new;23.05.2026;subscription
7;35;La Republica;Mushroom Coffee 10-Pack Box of Single Serve Packets;packet;;0;;17.79;0;;lion's mane;amazon;https://www.amazon.com/dp/B0CGZFSLQB;25.05.2026;single
7;36;La Republica;BIG SHOT Mushroom Coffee;instant;2;120;240;84.99;0;0.71;chaga;own_site;https://larepublicasuperfoods.com/products/la-republica-big-shot-organic-mushroom-coffee-with-7-superfood-mushrooms;23.05.2026;single
7;36;La Republica;BIG SHOT Mushroom Coffee;instant;2;120;240;72.24;15;0.6;chaga;own_site;https://larepublicasuperfoods.com/products/la-republica-big-shot-organic-mushroom-coffee-with-7-superfood-mushrooms;23.05.2026;subscription
7;36;La Republica;BIG SHOT Mushroom Coffee;instant;;120;240.4;74.99;0;0.6249;lion's mane;amazon;https://www.amazon.com/dp/B08L5JBCDY;25.05.2026;single
7;37;La Republica;Decaf BIG SHOT Mushroom Coffee;instant;2;120;240;84.99;0;0.71;chaga;own_site;https://larepublicasuperfoods.com/products/decaf-la-republica-big-shot-organic-mushroom-coffee-with-7-superfood-mushrooms-4x-bigger-decaffeinated;23.05.2026;single
7;37;La Republica;Decaf BIG SHOT Mushroom Coffee;instant;2;120;240;72.24;15;0.6;chaga;own_site;https://larepublicasuperfoods.com/products/decaf-la-republica-big-shot-organic-mushroom-coffee-with-7-superfood-mushrooms-4x-bigger-decaffeinated;23.05.2026;subscription
7;37;La Republica;Decaf BIG SHOT Mushroom Coffee;instant;;120;240.4;23.99;0;0.1999;lion's mane;amazon;https://www.amazon.com/dp/B09253ZSNB;25.05.2026;single
9;46;Max Fit Wellness;Dark Roast Instant Mushroom Coffee (60 Servings);instant;;60;;19.99;0;0.33;lion's mane;own_site;https://www.maxfitwellness.com/products/instant-mushroom-coffee-dark-roast-60-servings;23.05.2026;single
9;46;Max Fit Wellness;Dark Roast Instant Mushroom Coffee (60 Servings);instant;;60;;18.99;5;0.32;lion's mane;own_site;https://www.maxfitwellness.com/products/instant-mushroom-coffee-dark-roast-60-servings;23.05.2026;subscription
9;46;Max Fit Wellness;Dark Roast Instant Mushroom Coffee (60 Servings);instant;;60;141.7;19.99;0;0.3332;;amazon;https://www.amazon.com/dp/B0DHSTZBTX;25.05.2026;single
9;46;Max Fit Wellness;Dark Roast Instant Mushroom Coffee (60 Servings);instant;;60;141.7;18.99;5;0.3165;;amazon;https://www.amazon.com/dp/B0DHSTZBTX;25.05.2026;subscription
9;46;Max Fit Wellness;Dark Roast Instant Mushroom Coffee (60 Servings);instant;;60;141.7;19.99;0;0.3332;cordyceps;amazon;https://www.amazon.com/dp/B0DFHPP2DC;25.05.2026;single
9;46;Max Fit Wellness;Dark Roast Instant Mushroom Coffee (60 Servings);instant;;60;141.7;18.99;5;0.3165;cordyceps;amazon;https://www.amazon.com/dp/B0DFHPP2DC;25.05.2026;subscription
9;47;Max Fit Wellness;Immunity Mushroom Instant Coffee;instant;;60;141.7;19.99;0;0.33;chaga;own_site;https://www.maxfitwellness.com/products/immunity-mushroom-instant-coffee;23.05.2026;single
9;47;Max Fit Wellness;Immunity Mushroom Instant Coffee;instant;;60;141.7;18.99;5;0.32;chaga;own_site;https://www.maxfitwellness.com/products/immunity-mushroom-instant-coffee;23.05.2026;subscription
9;47;Max Fit Wellness;Immunity Mushroom Instant Coffee;instant;;60;141.7;19.99;0;0.3332;reishi;amazon;https://www.amazon.com/dp/B0CPYTVDMX;25.05.2026;single
9;47;Max Fit Wellness;Immunity Mushroom Instant Coffee;instant;;60;141.7;18.99;5;0.3165;reishi;amazon;https://www.amazon.com/dp/B0CPYTVDMX;25.05.2026;subscription
9;48;Max Fit Wellness;Original 10 Mushrooms Instant Coffee;instant;2.36;60;141.7;19.99;0;0.33;mushroom;own_site;https://www.maxfitwellness.com/products/10-mushrooms-coffee-60-servings5oz;23.05.2026;single
9;48;Max Fit Wellness;Original 10 Mushrooms Instant Coffee;instant;2.36;60;141.7;18.99;5;0.32;mushroom;own_site;https://www.maxfitwellness.com/products/10-mushrooms-coffee-60-servings5oz;23.05.2026;subscription
9;48;Max Fit Wellness;Original 10 Mushrooms Instant Coffee;instant;;60;141.7;19.99;0;0.3332;cordyceps;amazon;https://www.amazon.com/dp/B0C8WGD562;25.05.2026;single
9;48;Max Fit Wellness;Original 10 Mushrooms Instant Coffee;instant;;60;141.7;18.99;5;0.3165;cordyceps;amazon;https://www.amazon.com/dp/B0C8WGD562;25.05.2026;subscription
10;49;MudWtr;Coconut Creamer (30 serving);creamer;5;30;150;21.25;15;0.71;;own_site;https://mudwtr.com/products/30-serving-creamer-bag;23.05.2026;single
10;49;MudWtr;Coconut Creamer (30 serving);creamer;5;30;150;17;32;0.57;;own_site;https://mudwtr.com/products/30-serving-creamer-bag;23.05.2026;subscription
10;49;MudWtr;Coconut Creamer (30 serving);creamer;;30;181.4;24.99;0;0.833;mushroom blend;amazon;https://www.amazon.com/dp/B09RQ1QLYX;25.05.2026;single
10;49;MudWtr;Coconut Creamer (30 serving);creamer;;30;181.4;23.74;5;0.7913;mushroom blend;amazon;https://www.amazon.com/dp/B09RQ1QLYX;25.05.2026;subscription
10;49;MudWtr;Coconut Creamer (30 serving);creamer;5;90;450;42.5;15;0.47;;own_site;https://mudwtr.com/products/90-serving-creamer-bag;23.05.2026;single
10;49;MudWtr;Coconut Creamer (30 serving);creamer;5;90;450;34;32;0.38;;own_site;https://mudwtr.com/products/90-serving-creamer-bag;23.05.2026;subscription
10;50;MudWtr;Coffee (30 Serving);instant;5;30;150;42.5;15;1.42;l-theanine;own_site;https://mudwtr.com/products/coffee-30-serving;23.05.2026;single
10;50;MudWtr;Coffee (30 Serving);instant;5;30;150;34;32;1.13;l-theanine;own_site;https://mudwtr.com/products/coffee-30-serving;23.05.2026;subscription
10;50;MudWtr;Coffee (30 Serving);instant;;30;181.4;49.99;0;1.6663;lion's mane;amazon;https://www.amazon.com/dp/B0D1JGJJDB;25.05.2026;single
10;50;MudWtr;Coffee (30 Serving);instant;;30;181.4;47.49;5;1.583;lion's mane;amazon;https://www.amazon.com/dp/B0D1JGJJDB;25.05.2026;subscription
10;50;MudWtr;Coffee (30 Serving);instant;;30;150.3;49.99;0;1.6663;mushroom blend;amazon;https://www.amazon.com/dp/B0GJTL7WRT;25.05.2026;single
10;50;MudWtr;Coffee (30 Serving);instant;;30;150.3;47.49;5;1.583;mushroom blend;amazon;https://www.amazon.com/dp/B0GJTL7WRT;25.05.2026;subscription
11;51;Nootrum;Mushroom Coffee Fusion (Instant) - Lion’s Mane & Chaga;instant;1.8;30;54;34.99;10.3;1.17;lions mane;own_site;https://nootrum.com/products/mushroom-coffee-fusion-instant-lion-s-mane-chaga;23.05.2026;single
11;52;Nootrum;Mushroom Coffee Fusion - Lion’s Mane & Chaga 4oz;ground;;;340.2;49.99;0;;lions mane;own_site;https://nootrum.com/products/mushroom-coffee-fusion-lion-s-mane-chaga-12oz;23.05.2026;single
11;52;Nootrum;Mushroom Coffee Fusion - Lion’s Mane & Chaga 4oz;ground;;;113.4;29.49;9.2;;lions mane;own_site;https://nootrum.com/products/mushroom-coffee-fusion-lion-s-mane-chaga-4oz;23.05.2026;single
12;54;Om Mushrooms;Mushroom Coffee Blend;instant;8;10;80;21.99;0;2.2;cordyceps;own_site;https://ommushrooms.com/products/mushroom-coffee-superfood;23.05.2026;single
12;54;Om Mushrooms;Mushroom Coffee Blend;instant;8;10;80;18.69;15;1.87;cordyceps;own_site;https://ommushrooms.com/products/mushroom-coffee-superfood;23.05.2026;subscription
12;54;Om Mushrooms;Mushroom Coffee Blend;instant;8;30;240;39.99;0;1.33;cordyceps;own_site;https://ommushrooms.com/products/mushroom-coffee-superfood;23.05.2026;single
12;54;Om Mushrooms;Mushroom Coffee Blend;instant;8;30;240;33.99;15;1.13;cordyceps;own_site;https://ommushrooms.com/products/mushroom-coffee-superfood;23.05.2026;subscription
12;54;Om Mushrooms;Mushroom Coffee Blend;instant;;30;176.9;25.57;36;0.8523;reishi;amazon;https://www.amazon.com/dp/B09G9B95D2;25.05.2026;single
12;54;Om Mushrooms;Mushroom Coffee Blend;instant;;30;176.9;23.01;42;0.767;reishi;amazon;https://www.amazon.com/dp/B09G9B95D2;25.05.2026;subscription
12;54;Om Mushrooms;Mushroom Coffee Blend;instant;;10;79.9;14.23;35;1.423;cordyceps;amazon;https://www.amazon.com/dp/B09HGD19YN;25.05.2026;single
12;54;Om Mushrooms;Mushroom Coffee Blend;instant;;10;79.9;12.81;42;1.281;cordyceps;amazon;https://www.amazon.com/dp/B09HGD19YN;25.05.2026;subscription
12;55;Om Mushrooms;Mushroom Coffee Latte Blend;instant;8;10;80;21.99;0;2.2;mushroom;own_site;https://ommushrooms.com/products/mushroom-powered-coffee-latte-blend;23.05.2026;single
12;55;Om Mushrooms;Mushroom Coffee Latte Blend;instant;8;10;80;18.69;15;1.87;mushroom;own_site;https://ommushrooms.com/products/mushroom-powered-coffee-latte-blend;23.05.2026;subscription
12;55;Om Mushrooms;Mushroom Coffee Latte Blend;instant;8;30;240;39.99;0;1.33;mushroom;own_site;https://ommushrooms.com/products/mushroom-powered-coffee-latte-blend;23.05.2026;single
12;55;Om Mushrooms;Mushroom Coffee Latte Blend;instant;8;30;240;33.99;15;1.13;mushroom;own_site;https://ommushrooms.com/products/mushroom-powered-coffee-latte-blend;23.05.2026;subscription
12;55;Om Mushrooms;Mushroom Coffee Latte Blend;instant;;30;240.1;25.99;13;0.8663;reishi;amazon;https://www.amazon.com/dp/B09G9HBWQR;25.05.2026;single
12;55;Om Mushrooms;Mushroom Coffee Latte Blend;instant;;30;240.1;23.39;22;0.7797;reishi;amazon;https://www.amazon.com/dp/B09G9HBWQR;25.05.2026;subscription
12;55;Om Mushrooms;Mushroom Coffee Latte Blend;instant;;30;240.1;26.22;34;0.874;reishi;amazon;https://www.amazon.com/dp/B09G98BJ13;25.05.2026;single
12;55;Om Mushrooms;Mushroom Coffee Latte Blend;instant;;30;240.1;25.19;37;0.8397;reishi;amazon;https://www.amazon.com/dp/B09G98BJ13;25.05.2026;subscription
12;55;Om Mushrooms;Mushroom Coffee Latte Blend;packet;;10;79.9;14.86;27;1.486;reishi;amazon;https://www.amazon.com/dp/B084KHYBDG;25.05.2026;single
12;55;Om Mushrooms;Mushroom Coffee Latte Blend;packet;;10;79.9;13.37;35;1.337;reishi;amazon;https://www.amazon.com/dp/B084KHYBDG;25.05.2026;subscription
13;56;Rasa;Radiant Roast Coffee;instant;;;;36;0;1.5;adaptogen;own_site;https://wearerasa.com/products/radiant-roast-coffee;23.05.2026;single
13;56;Rasa;Radiant Roast Coffee;instant;;;;28.8;20;1.2;adaptogen;own_site;https://wearerasa.com/products/radiant-roast-coffee;23.05.2026;subscription
13;56;Rasa;Radiant Roast Coffee;instant;;;28.3;34.99;0;;mushroom blend;amazon;https://www.amazon.com/dp/B09ZWXF8N5;24.05.2026;single
13;56;Rasa;Radiant Roast Coffee;instant;;;28.3;31.49;10;;mushroom blend;amazon;https://www.amazon.com/dp/B09ZWXF8N5;24.05.2026;subscription
13;57;Rasa;Crème de la Creamer;creamer;7.56;30;226.8;32;0;1.07;adaptogen;own_site;https://wearerasa.com/products/creme-de-la-creamer;23.05.2026;single
13;57;Rasa;Crème de la Creamer;creamer;7.56;30;226.8;25.6;20;0.85;adaptogen;own_site;https://wearerasa.com/products/creme-de-la-creamer;23.05.2026;subscription
13;57;Rasa;Crème de la Creamer;creamer;2.36;12;28.3;24;0;2;adaptogen;own_site;https://wearerasa.com/products/creme-de-la-creamer?variant=39982909784138;23.05.2026;single
13;57;Rasa;Crème de la Creamer;creamer;2.36;12;28.3;19.2;20;1.6;adaptogen;own_site;https://wearerasa.com/products/creme-de-la-creamer?variant=39982909784138;23.05.2026;subscription
13;57;Rasa;Crème de la Creamer;creamer;;;255.1;31.99;0;;mushroom blend;amazon;https://www.amazon.com/dp/B09QHCVSLV;24.05.2026;single
13;57;Rasa;Crème de la Creamer;creamer;;;255.1;28.79;10;;mushroom blend;amazon;https://www.amazon.com/dp/B09QHCVSLV;24.05.2026;subscription
13;57;Rasa;Crème de la Creamer;creamer;;30;255.1;32;0;1.0667;mushroom blend;amazon;https://www.amazon.com/dp/B09QHBPF26;24.05.2026;single
13;57;Rasa;Crème de la Creamer;creamer;;30;255.1;28.8;10;0.96;mushroom blend;amazon;https://www.amazon.com/dp/B09QHBPF26;24.05.2026;subscription
16;60;Strong Coffee Co.;Coffee with Adaptogens - BLACK Instant;instant;;30;;32;0;1.07;adaptogen;own_site;https://strongcoffeecompany.com/products/black;24.05.2026;single
16;60;Strong Coffee Co.;Coffee with Adaptogens - BLACK Instant;instant;;30;;25.92;19;0.86;adaptogen;own_site;https://strongcoffeecompany.com/products/black;24.05.2026;subscription
16;60;Strong Coffee Co.;Coffee with Adaptogens - BLACK Instant;instant;;60;;62;0;1.03;adaptogen;own_site;https://strongcoffeecompany.com/products/black;24.05.2026;single
16;60;Strong Coffee Co.;Coffee with Adaptogens - BLACK Instant;instant;;60;;50.22;19;0.84;adaptogen;own_site;https://strongcoffeecompany.com/products/black;24.05.2026;subscription
16;60;Strong Coffee Co.;Coffee with Adaptogens - BLACK Instant;instant;;90;;93;0;1.03;adaptogen;own_site;https://strongcoffeecompany.com/products/black;24.05.2026;single
16;60;Strong Coffee Co.;Coffee with Adaptogens - BLACK Instant;instant;;90;;75.33;19;0.84;adaptogen;own_site;https://strongcoffeecompany.com/products/black;24.05.2026;subscription
16;60;Strong Coffee Co.;Coffee with Adaptogens - BLACK Instant;instant;;120;;123;0;1.02;adaptogen;own_site;https://strongcoffeecompany.com/products/black;24.05.2026;single
16;60;Strong Coffee Co.;Coffee with Adaptogens - BLACK Instant;instant;;120;;99.63;19;0.83;adaptogen;own_site;https://strongcoffeecompany.com/products/black;24.05.2026;subscription
16;61;Strong Coffee Co.;Coffee with Adaptogens Travel Packs - 10 Servings | STRONG;packet;;10;;15;0;1.5;lion's mane;own_site;https://strongcoffeecompany.com/products/black-fair-trade-instant-coffee-adaptogens-10-single-servings-per-pack;24.05.2026;single
16;61;Strong Coffee Co.;Coffee with Adaptogens Travel Packs - 10 Servings | STRONG;packet;;10;;12.15;19;1.22;lion's mane;own_site;https://strongcoffeecompany.com/products/black-fair-trade-instant-coffee-adaptogens-10-single-servings-per-pack;24.05.2026;subscription
16;62;Strong Coffee Co.;Collagen Latte Dark Mocha;instant;30;15;450;39.99;0;2.67;collagen;own_site;https://strongcoffeecompany.com/products/dark-mocha-instant-latte;24.05.2026;single
16;62;Strong Coffee Co.;Collagen Latte Dark Mocha;instant;30;15;450;32.39;19;2.16;collagen;own_site;https://strongcoffeecompany.com/products/dark-mocha-instant-latte;24.05.2026;subscription
16;62;Strong Coffee Co.;Collagen Latte Dark Mocha;instant;30;30;900;76;0;2.53;collagen;own_site;https://strongcoffeecompany.com/products/dark-mocha-instant-latte;24.05.2026;single
16;62;Strong Coffee Co.;Collagen Latte Dark Mocha;instant;30;30;900;61.56;19;2.05;collagen;own_site;https://strongcoffeecompany.com/products/dark-mocha-instant-latte;24.05.2026;subscription
16;62;Strong Coffee Co.;Collagen Latte Dark Mocha;instant;30;45;1350;113;0;2.51;collagen;own_site;https://strongcoffeecompany.com/products/dark-mocha-instant-latte;24.05.2026;single
16;62;Strong Coffee Co.;Collagen Latte Dark Mocha;instant;30;45;1350;91.53;19;2.03;collagen;own_site;https://strongcoffeecompany.com/products/dark-mocha-instant-latte;24.05.2026;subscription
16;62;Strong Coffee Co.;Collagen Latte Dark Mocha;instant;30;60;1800;148;0;2.47;collagen;own_site;https://strongcoffeecompany.com/products/dark-mocha-instant-latte;24.05.2026;single
16;62;Strong Coffee Co.;Collagen Latte Dark Mocha;instant;30;60;1800;119.88;19;2;collagen;own_site;https://strongcoffeecompany.com/products/dark-mocha-instant-latte;24.05.2026;subscription
16;63;Strong Coffee Co.;Collagen Latte Hazelnut Mocha;instant;30;15;450;39.99;0;2.67;collagen;own_site;https://strongcoffeecompany.com/products/hazelnut-mocha-latte-essentials;24.05.2026;single
16;63;Strong Coffee Co.;Collagen Latte Hazelnut Mocha;instant;30;15;450;32.39;19;2.16;collagen;own_site;https://strongcoffeecompany.com/products/hazelnut-mocha-latte-essentials;24.05.2026;subscription
16;63;Strong Coffee Co.;Collagen Latte Hazelnut Mocha;instant;30;30;900;76;0;2.53;collagen;own_site;https://strongcoffeecompany.com/products/hazelnut-mocha-latte-essentials;24.05.2026;single
16;63;Strong Coffee Co.;Collagen Latte Hazelnut Mocha;instant;30;30;900;61.56;19;2.05;collagen;own_site;https://strongcoffeecompany.com/products/hazelnut-mocha-latte-essentials;24.05.2026;subscription
16;63;Strong Coffee Co.;Collagen Latte Hazelnut Mocha;instant;30;45;1350;113;0;2.51;collagen;own_site;https://strongcoffeecompany.com/products/hazelnut-mocha-latte-essentials;24.05.2026;single
16;63;Strong Coffee Co.;Collagen Latte Hazelnut Mocha;instant;30;45;1350;91.53;19;2.03;collagen;own_site;https://strongcoffeecompany.com/products/hazelnut-mocha-latte-essentials;24.05.2026;subscription
16;63;Strong Coffee Co.;Collagen Latte Hazelnut Mocha;instant;30;60;1800;148;0;2.47;collagen;own_site;https://strongcoffeecompany.com/products/hazelnut-mocha-latte-essentials;24.05.2026;single
16;63;Strong Coffee Co.;Collagen Latte Hazelnut Mocha;instant;30;60;1800;119.88;19;2;collagen;own_site;https://strongcoffeecompany.com/products/hazelnut-mocha-latte-essentials;24.05.2026;subscription
16;64;Strong Coffee Co.;Collagen Latte PB Coco;instant;30;15;450;39;0;2.6;collagen;own_site;https://strongcoffeecompany.com/products/peanut-butter-coco-latte;24.05.2026;single
16;64;Strong Coffee Co.;Collagen Latte PB Coco;instant;30;45;1350;102;0;2.27;collagen;own_site;https://strongcoffeecompany.com/products/peanut-butter-coco-latte;24.05.2026;single
16;64;Strong Coffee Co.;Collagen Latte PB Coco;instant;30;90;2700;180;0;2;collagen;own_site;https://strongcoffeecompany.com/products/peanut-butter-coco-latte;24.05.2026;single
